timeEpoch,date,time_domain_dt,frequency_domain_dxAmplitude,frequency_domain_dxPhase,Esw,Vt,time_domain_internalTemperature,time_domain_packageTemperature,time_domain_supplyVoltage,time_domain_collectorEmitterCurrent,Rth,RUL
3.312986387,12/24/2008 9:59:47 AM.786743640,8e-09,1.0,1.0,403511.8812402453,11.9374991872,-2254.0457859017665,30.40412122519543,2.4477302331956414,0.15738498988345434,5930.001139697901,1204.0
3.312986388,12/24/2008 9:59:47 AM.786743640,8.656054682346267e-09,1.0,1.0,406104.906319047,11.319056391810676,-2254.0625517743974,31.98173477467405,2.4500481217484253,0.1451360462706165,6833.728737269073,1203.0
3.312986389,12/24/2008 9:59:47 AM.786743640,9.278069559535336e-09,1.0,1.0,408542.3008833451,10.732418684669131,-2254.0784613766364,33.548470465914605,2.4521425897144686,0.13398611070089708,7655.144929698231,1202.0000000000002
3.31298639,12/24/2008 9:59:47 AM.786743640,9.866904492104084e-09,0.9999999999999999,0.9999999999999999,410828.07193912624,10.176783422655998,-2254.0935441325287,35.104124428069845,2.454021754497594,0.12389650432091263,8397.169997610008,1201.0
3.312986391,12/24/2008 9:59:47 AM.786743640,1.0423419340589385e-08,0.9999999999999999,0.9999999999999999,412966.22649237793,9.651347962651922,-2254.1078294661247,36.648492790292586,2.455693733501627,0.11482854827727981,9062.724221629032,1200.0
3.312986392,12/24/2008 9:59:47 AM.786743640,1.0948473965528122e-08,0.9999999999999998,0.9999999999999998,414960.7715490872,9.155309661537542,-2254.121346801472,38.1813716817356,2.4571666441303903,0.10674356371661532,9654.727882379939,1198.9999999999998
3.312986393,12/24/2008 9:59:47 AM.786743640,1.1442928227457164e-08,1.0,1.0,416815.7141152411,8.687865876193504,-2254.1341255626194,39.702557231551644,2.458448603787709,0.09960287178553574,10176.101260487361,1198.0
3.312986394,12/24/2008 9:59:47 AM.786743640,1.1907641986913387e-08,1.0,1.0,418535.0611968265,8.24821396350044,-2254.1461951736137,41.211845568893516,2.459547729877404,0.09336779363065767,10629.764636575928,1197.0
3.312986395,12/24/2008 9:59:47 AM.786743640,1.2343475104433668e-08,1.0,1.0,420122.8197998309,7.835551280338998,-2254.157585058504,42.70903282291399,2.4604721398033025,0.08799965039859782,11018.638291270272,1196.0
3.312986396,12/24/2008 9:59:47 AM.786743640,1.2751287440554877e-08,0.9999999999999999,0.9999999999999999,421582.9969302407,7.449075183589813,-2254.168324641338,44.193915122765816,2.461229950969225,0.08345976323597279,11345.642505195021,1195.0
3.312986397,12/24/2008 9:59:47 AM.786743640,1.31319388558139e-08,1.0,1.0,422919.5995940437,7.08798303013353,-2254.1784433461644,45.66628859760181,2.4618292807789968,0.07970945328939916,11613.69755897481,1194.0000000000002
3.312986398,12/24/2008 9:59:47 AM.786743640,1.3486289210747601e-08,1.0,1.0,424136.63479722646,6.751472176850789,-2254.187970597031,47.12594937657474,2.4622782466364415,0.0767100417054936,11825.723733234272,1192.9999999999998
3.312986399,12/24/2008 9:59:47 AM.786743640,1.381519836589286e-08,0.9999999999999999,0.9999999999999999,425238.1095457763,6.438739980622227,-2254.196935817986,48.57269358883738,2.4625849659453833,0.0744228496308728,11984.641308598035,1191.9999999999998
