timeEpoch,date,time_domain_dt,frequency_domain_dxAmplitude,frequency_domain_dxPhase,Esw,Vt,time_domain_internalTemperature,time_domain_packageTemperature,time_domain_supplyVoltage,time_domain_collectorEmitterCurrent,Rth,RUL
3.313008919,12/24/2008 4:15:19 PM.065341949,8e-09,1.0,1.0,400143.3942331069,11.9374991872,-2261.6957229915797,37.106507047568265,2.442149257979048,0.15957216920424216,5898.916619910393,1416.0
3.31300892,12/24/2008 4:15:19 PM.065341949,8.652610705260725e-09,1.0,1.0,403105.44796950615,11.029762426729379,-2261.671918861325,38.46890777556999,2.4421049508105765,0.16551799007423312,5445.281116515803,1415.0
3.313008921,12/24/2008 4:15:19 PM.065341949,9.27164080230899e-09,1.0000000000000002,1.0000000000000002,405839.745695492,10.166301077081368,-2261.6497051018255,39.845071739782014,2.442085893018621,0.17075703356138708,5046.808959421486,1414.0000000000002
3.313008922,12/24/2008 4:15:19 PM.065341949,9.857929279093277e-09,1.0,1.0,408353.71554138855,9.346069734258512,-2261.6290380869114,41.233576253118,2.44209141645187,0.17531428440718838,4701.506150338654,1413.0
3.313008923,12/24/2008 4:15:19 PM.065341949,1.0412315123562063e-08,0.9999999999999999,0.9999999999999999,410654.7856375197,8.568022994263366,-2261.6098741904116,42.63299862849158,2.4421208529590133,0.1792147273531215,4407.378690978519,1412.0
3.313008924,12/24/2008 4:15:19 PM.065341949,1.0935637323663829e-08,0.9999999999999998,0.9999999999999998,412750.3841142095,7.831115453098483,-2261.592169786157,44.041916178816415,2.44217353438874,0.18248334714067077,4162.432583052293,1410.9999999999995
3.313008925,12/24/2008 4:15:19 PM.065341949,1.1428734867347051e-08,1.0,1.0,414647.939101782,7.134301706766417,-2261.575881247978,45.45890621700616,2.4422487925897403,0.18514512851132073,3964.673828271189,1410.0000000000002
3.313008926,12/24/2008 4:15:19 PM.065341949,1.1892446742560204e-08,0.9999999999999999,0.9999999999999999,416354.8787305607,6.4765363512697105,-2261.5609649497032,46.88254605597445,2.4423459594107015,0.18722505620655555,3812.108428346414,1409.0
3.313008927,12/24/2008 4:15:19 PM.065341949,1.2327611937251776e-08,1.0,1.0,417878.63113087,5.856773982610922,-2261.547377265164,48.31141300863495,2.4424643667003143,0.18874811496785981,3702.7423849891825,1408.0000000000002
3.313008928,12/24/2008 4:15:19 PM.065341949,1.2735069439370234e-08,0.9999999999999999,0.9999999999999999,419226.6244330334,5.2739691967926,-2261.535074568189,49.744084387901296,2.442603346307267,0.18973928953671776,3634.5816999107046,1406.9999999999998
3.313008929,12/24/2008 4:15:19 PM.065341949,1.3115658236864058e-08,0.9999999999999999,0.9999999999999999,420406.28676737536,4.727076589817296,-2261.524013232609,51.179137506687134,2.44276223008025,0.1902235646546139,3605.6323748221935,1406.0
3.31300893,12/24/2008 4:15:19 PM.065341949,1.3470217317681736e-08,0.9999999999999999,0.9999999999999999,421425.0462642195,4.215050757687561,-2261.514149632253,52.615149677906146,2.4429403498679503,0.1902259250630326,3613.9004114348577,1405.0
3.313008931,12/24/2008 4:15:19 PM.065341949,1.3799585669771736e-08,0.9999999999999998,0.9999999999999998,422290.33105388976,3.7368462964059486,-2261.505440140952,54.050698214471936,2.443137037519058,0.1897713555034582,3657.3918114599114,1404.0
3.313008932,12/24/2008 4:15:19 PM.065341949,1.4104602281082538e-08,0.9999999999999999,0.9999999999999999,423009.56926671026,3.2914178019750087,-2261.4978411325355,55.48436042929819,2.4433516248822635,0.1888848407173752,3734.112576608564,1403.0
3.313008933,12/24/2008 4:15:19 PM.065341949,1.4386106139562627e-08,0.9999999999999999,0.9999999999999999,423590.1890330048,2.8777198703972915,-2261.4913089808338,56.91471363529855,2.443583443806255,0.1875913654462679,3842.068708592029,1402.0000000000002
3.313008934,12/24/2008 4:15:19 PM.065341949,1.4644936233160474e-08,1.0,1.0,424039.6184830973,2.4947070976753483,-2261.4858000596764,58.34033514538665,2.4438318261397223,0.18591591443162075,3979.2662091215147,1401.0000000000002
3.313008935,12/24/2008 4:15:19 PM.065341949,1.488193154982456e-08,1.0,1.0,424365.2857473119,2.141334079811733,-2261.4812707428932,59.75980227247615,2.4440961037313533,0.1838834724149181,4143.711079908235,1400.0
3.313008936,12/24/2008 4:15:19 PM.065341949,1.5097931077503364e-08,1.0000000000000002,1.0000000000000002,424574.6189559724,1.8165554128089945,-2261.4776774043153,61.17169232948071,2.4443756084298385,0.1815190241376444,4333.409322663401,1399.0000000000002
3.313008937,12/24/2008 4:15:19 PM.065341949,1.5293773804145355e-08,1.0,1.0,424675.0462394026,1.5193256926696854,-2261.474976417769,62.574582629313944,2.4446696720838657,0.17884755434128394,4546.366939098223,1398.0000000000002
3.313008938,12/24/2008 4:15:19 PM.065341949,1.5470298717699028e-08,1.0,1.0,424673.9957279267,1.2485995153963552,-2261.4731241570894,63.96705048488955,2.4449776265421255,0.17589404776732123,4780.589930923915,1397.0000000000002
3.313008939,12/24/2008 4:15:19 PM.065341949,1.562834480611285e-08,1.0,1.0,424578.89555186866,1.0033314769915582,-2261.472076996103,65.34767320912115,2.445298803653306,0.17268348915724058,5034.084299851685,1396.0
3.31300894,12/24/2008 4:15:19 PM.065341949,1.57687510573353e-08,1.0,1.0,424397.1738415521,0.7824761734578435,-2261.47179130864,66.71502811492239,2.445632535266097,0.16924086325252644,5304.856047592746,1395.0
3.313008941,12/24/2008 4:15:19 PM.065341949,1.589235645931486e-08,1.0,1.0,424136.25872730126,0.5849882007977627,-2261.4722234685323,68.06769251520694,2.4459781532291873,0.16559115479466321,5590.911175858309,1394.0
3.313008942,12/24/2008 4:15:42 PM.386342048,1.6e-08,1.0,1.0,423803.57833944005,0.40982215501386726,-2261.4733298496076,69.40424372288842,2.446334989391266,0.1617593485251352,5890.255686359586,1393.0
3.313008943,12/24/2008 4:15:42 PM.386342048,1.6092520667339212e-08,0.9999999999999999,0.9999999999999999,423406.56080829236,0.25593263210870926,-2261.4750668256966,70.72325905088051,2.4467023756010233,0.15777042918542694,6200.89558080779,1392.0000000000002
3.313008944,12/24/2008 4:15:42 PM.386342048,1.6170757449280958e-08,0.9999999999999999,0.9999999999999999,422952.63426418207,0.12227422808483868,-2261.47739077063,72.02331581209684,2.4470796437071476,0.15364938151702268,6520.836860914128,1390.9999999999998
3.313008945,12/24/2008 4:15:42 PM.386342048,1.623554933377373e-08,0.9999999999999998,0.9999999999999998,422449.22683743323,0.007801538944808284,-2261.4802580582373,73.30299131945108,2.447466125558327,0.1494211902614069,6848.0855283898145,1390.0
3.313008946,12/24/2008 4:15:42 PM.386342048,1.6287735308766004e-08,0.9999999999999999,0.9999999999999999,421903.76665836986,-0.08853083930883168,-2261.4836250623475,74.56086288585686,2.4478611530032532,0.145110840160064,7180.647584946062,1389.0
